,street_name,city_name,total_square_meters,living_square_meters,kitchen_square_meters,rooms_count,floor,wall_type,inspected,construction_year,heating,seller,water,building_condition,floors_count,price_uah
7334,улица,Днепропетровск,53.0,30.0,9.0,2.0,16,панель,False,2014.0,централизованное,от посредника,other,other,16,941476
7335,улица,Днепропетровск,45.0,28.0,6.0,2.0,1,кирпич,False,1960,централизованное,от собственника,other,other,5,597964
7336,other,Синельниково,44.2,22.1,6.9,1.0,2,кирпич,False,2014.0,индивидуальное,от собственника,other,other,4,178117
7337,улица,Винница,67.17,34.45,14.04,2.0,3,кирпич,False,2014.0,централизованное,от собственника,other,other,10,1653944
7338,other,Одесса,42.8,18.3,13.4,1.0,3,монолитно-блочный,False,2015,централизованное,от посредника,other,other,17,839695
7339,other,Днепропетровск,37.0,32.0,7.0,1.0,2,кирпич,False,2014.0,централизованное,от собственника,other,other,10,814249
7340,улица,Ирпень,38.0,19.0,8.0,1.0,2,кирпич,False,2014,индивидуальное,от собственника,other,other,4,801527
7341,other,Ровно,60.0,40.0,8.0,3.0,6,кирпич,False,2014.0,централизованное,от посредника,other,other,14,890585
7342,other,Николаев,64.0,47.5,13.6,3.0,5,кирпич,False,2014.0,индивидуальное,от собственника,other,other,5,966921
7343,улица,Тернополь,49.8,22.1,14.2,1.0,7,кирпич,False,2019,other,от собственника,other,отличное,10,687023
7344,проспект,Днепропетровск,23.0,12.0,4.0,1.0,2,кирпич,False,1944,централизованное,от посредника,other,other,3,284987
7345,other,Кировоград,57.0,38.0,10.0,2.0,4,кирпич,False,2014.0,индивидуальное,от представителя хозяина (без комиссионных),централизованное (водопровод),other,4,1134860
7346,проспект,Днепропетровск,43.0,28.0,6.0,2.0,5,кирпич,False,2014.0,централизованное,от посредника,централизованное (водопровод),other,5,559796
7347,other,Мелитополь,48.0,32.0,8.0,2.0,1,кирпич,False,2014.0,централизованное,от собственника,other,other,2,399491
7348,улица,Киев,670.0,55.0,10.0,3.0,3,кирпич,False,1990,централизованное,от посредника,other,отличное,19,2160305
7349,улица,Ивано-Франковск,42.0,42.0,9.0,1.0,5,кирпич,False,2014.0,индивидуальное,от представителя хозяина (без комиссионных),other,other,12,750636
7350,проспект,Киев,165.0,60.0,71.0,3.0,25,кирпич,False,2007,индивидуальное,от представителя хозяина (без комиссионных),other,other,26,6615775
7351,улица,Киев,49.0,16.0,19.0,2.0,3,кирпич,False,2016,индивидуальное,от собственника,other,other,10,1488549
7352,other,Мариуполь,57.0,1.0,8.0,3.0,2,монолит,False,2014.0,централизованное,от собственника,other,other,9,508906
7353,улица,Бровары,41.0,18.0,9.0,1.0,12,кирпич,False,2018,централизованное,от собственника,other,other,12,788804
7354,улица,Винница,50.0,36.0,6.0,3.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,5,814249
7355,other,Киево-Святошинский,24.5,32.0,9.0,1.0,8,кирпич,False,2020,индивидуальное,от собственника,other,other,8,342875
7356,улица,Днепродзержинск,60.0,32.0,7.5,3.0,1,дерево и кирпич,False,2014.0,other,от собственника,other,хорошее,2,241730
7357,улица,Ялта,40.0,17.0,11.0,1.0,6,панель,False,2001,централизованное,от собственника,other,other,9,1603053
7358,other,Киев,30.0,32.0,9.0,1.0,9,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,нормальное,9,814249
7359,other,Апостоловo,59.0,32.0,9.0,3.0,4,панель,False,2014.0,централизованное,от собственника,other,other,5,254453
7360,улица,Бровары,43.0,32.0,9.0,1.0,16,монолитно-кирпичный,False,2018,централизованное,от собственника,other,other,26,941476
7361,улица,Ирпень,33.7,32.0,9.0,1.0,6,кирпич,False,2019,индивидуальное,от представителя хозяина (без комиссионных),other,other,10,419847
7362,other,Киев,34.0,17.0,5.0,1.0,3,кирпич,False,2014.0,централизованное,other,other,other,5,1101781
7363,улица,Чернигов,65.1,38.8,7.6,3.0,6,кирпич,False,1990,централизованное,от собственника,other,other,9,966921
7364,улица,Одесса,35.0,16.0,8.0,1.0,1,кирпич,False,2014.0,централизованное,от посредника,other,other,2,636132
7365,other,Николаев,44.8,27.8,7.0,2.0,8,кирпич,False,2014.0,централизованное,от собственника,other,other,9,674300
7366,улица,Белая Церковь,38.0,32.0,9.0,1.0,6,панель,False,2014.0,централизованное,от посредника,other,other,9,470738
7367,other,Красный Лиман,60.0,35.0,7.3,3.0,9,кирпич,False,1990,централизованное,от собственника,other,other,9,432570
7368,other,Львов,74.0,32.0,6.0,4.0,5,кирпич,False,2014.0,централизованное,от посредника,other,other,9,1603053
7369,other,Харьков,44.0,21.0,12.0,1.0,7,кирпич,False,2014.0,централизованное,от посредника,other,other,9,1068702
7370,улица,Винница,65.0,38.0,10.0,3.0,7,кирпич,False,2014.0,other,от посредника,other,other,10,1145038
7371,other,Ровно,35.0,19.0,7.0,1.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,5,572519
7372,other,Одесса,11.0,11.0,11.0,1.0,4.0,кирпич,False,2014.0,централизованное,от посредника,other,other,1,2827252
7373,other,Запорожье,45.0,28.0,6.0,2.0,4,кирпич,False,2014.0,централизованное,от собственника,other,other,5,941476
7374,улица,Днепропетровск,18.0,32.0,4.0,1.0,1,кирпич,False,2014.0,other,от собственника,централизованное (водопровод),отличное,4,206107
7375,улица,Ивано-Франковск,36.7,15.0,11.0,1.0,8,кирпич,False,2019,централизованное,от посредника,other,other,10,450382
7376,other,Кагарлык,40.0,27.0,6.0,2.0,1,кирпич,False,2014.0,централизованное,от собственника,other,other,4,559796
7377,other,Киево-Святошинский,67.6,32.0,17.5,2.0,1,кирпич,False,2011,централизованное,от собственника,скважина,other,5,763359
7378,проспект,Киев,86.0,38.0,12.0,2.0,4,кирпич,False,2006,централизованное,от посредника,other,other,9,5089058
7379,other,Харьков,101.0,57.0,9.0,3.0,2,панель,False,2014.0,централизованное,от посредника,other,other,4,1399491
7380,other,Ивано-Франковск,77.0,32.0,9.0,3.0,2,кирпич,False,2014.0,индивидуальное,от посредника,other,other,10,692112
7381,бульвар,Киев,45.0,32.0,8.0,2.0,4.0,кирпич,False,2014.0,централизованное,от собственника,other,other,6,1908397
7382,улица,Киев,59.0,29.0,11.0,2.0,10,кирпич,False,2019,централизованное,от собственника,централизованное (водопровод),отличное,25,1653944
7383,улица,Ирпень,37.0,16.0,10.0,1.0,4,кирпич,False,2018,индивидуальное,от представителя хозяина (без комиссионных),other,other,5,750636
7384,улица,Ровно,45.0,30.0,6.0,2.0,5,кирпич,False,2014.0,централизованное,от посредника,other,other,5,623410
7385,улица,Харьков,39.6,25.4,5.7,2.0,4,кирпич,False,2014.0,централизованное,от собственника,other,other,5,727735
7386,other,Первомайский,65.7,44.4,7.1,3.0,7,панель,False,2014.0,централизованное,от собственника,other,other,9,279898
7387,улица,Киев,64.6,37.6,9.4,2.0,5,кирпич,False,2014.0,централизованное,от собственника,централизованное (водопровод),нормальное,5,3053435
7388,other,Калуш,61.3,44.5,5.8,4.0,4,панель,False,1970,индивидуальное,от собственника,other,отличное,5,572519
7389,улица,Ивано-Франковск,66.0,32.0,8.0,3.0,4,кирпич,False,2014.0,централизованное,от собственника,централизованное (водопровод),отличное,5,636132
7390,улица,Кривой Рог,58.95,32.0,7.4,3.0,4,кирпич,False,2014.0,централизованное,от собственника,other,other,5,356234
7391,other,Ивано-Франковск,31.0,19.0,9.0,1.0,4,панель,False,2014.0,централизованное,от посредника,other,other,4,381679
7392,проспект,Киев,53.0,22.0,15.0,1.0,8,монолитно-кирпичный,False,2020,централизованное,от собственника,other,other,36,2035623
7393,other,Одесса,76.0,61.0,8.0,3.0,2,ракушечник (ракушняк),False,1917,индивидуальное,от собственника,централизованное (водопровод),other,3,1526717
7394,улица,Днепродзержинск,52.0,40.0,8.1,1.0,3,монолитный железобетон,False,2014.0,централизованное,от собственника,other,other,10,254453
7395,other,Могилев-Подольский,45.0,40.0,5.0,2.0,3,кирпич,False,2014.0,централизованное,от собственника,other,other,3,432570
7396,other,Черновцы,77.0,34.0,14.0,2.0,2,кирпич,False,2019,индивидуальное,от посредника,other,other,9,1526717
7397,other,Киево-Святошинский,89.0,49.5,16.2,3.0,10,кирпич,False,2014.0,индивидуальное,от собственника,централизованное (водопровод),отличное,11,2798982
7398,other,Днепропетровск,22.0,32.0,6.0,1.0,4,панель,False,2014.0,централизованное,от посредника,other,other,9,470738
7399,улица,Николаев,57.0,37.0,7.0,3.0,7,панель,False,2014.0,централизованное,от посредника,other,other,9,597964
7400,other,Сторожинец,60.0,57.0,12.0,4.0,2,кирпич,False,2014.0,индивидуальное,от собственника,other,other,2,763359
7401,улица,Хмельницкий,36.0,19.0,7.0,1.0,2,панель,False,2014.0,централизованное,от собственника,other,other,9,445293
7402,плато,Одесса,97.3,32.0,24.0,2.0,21,кирпич,False,2014.0,централизованное,от собственника,other,other,23,2010152
7403,проспект,Луцк,50.0,28.0,9.0,2.0,5,кирпич,False,2014.0,централизованное,от посредника,other,other,9,763359
7404,other,Бердянск,106.0,32.0,9.0,3.0,4,кирпич,False,2011,индивидуальное,от собственника,other,отличное,7,2340967
7405,other,Зборов,35.5,32.0,9.0,1.0,3,панель,False,2014.0,индивидуальное,от собственника,other,other,4,381679
7406,other,Киево-Святошинский,112.0,65.0,31.0,4.0,5,кирпич,False,2014.0,индивидуальное,от собственника,other,other,6,1246819
7407,other,Херсон,58.0,30.0,10.0,2.0,3,силикатный кирпич,False,2014.0,централизованное,other,other,other,3,1730280
7408,улица,Киев,120.0,65.0,19.0,3.0,13,монолитно-кирпичный,False,2008,централизованное,от посредника,other,other,24,3104325
7409,other,Мукачево,44.3,28.0,6.6,2.0,3,кирпич,False,2014.0,индивидуальное,от собственника,other,other,4,508906
7410,other,Николаев,80.0,56.0,9.0,4.0,4,кирпич,False,2014.0,индивидуальное,от собственника,other,other,9,1692112
7411,улица,Винница,77.0,36.0,16.0,2.0,3,кирпич,False,2014.0,индивидуальное,от собственника,other,other,9,1653944
7412,улица,Луцк,66.5,38.9,9.3,3.0,5,кирпич,False,1990,централизованное,от собственника,централизованное (водопровод),отличное,9,841934
7413,улица,Полтава,38.0,32.0,9.0,2.0,1,кирпич,False,2014.0,индивидуальное,от собственника,other,other,1,404580
7414,other,Жмеринка,65.6,39.0,9.2,3.0,3,кирпич,False,2014.0,индивидуальное,от собственника,other,other,9,712468
7415,other,Орджоникидзе,66.0,47.0,9.0,3.0,2,блочно-кирпичный,False,2014.0,индивидуальное,от собственника,other,other,2,356234
7416,other,Житомир,30.0,32.0,5.5,1.0,5,кирпич,False,2014.0,централизованное,от посредника,other,other,9,483461
7417,other,Хмельник,31.0,32.0,9.0,1.0,3,монолит,False,2014.0,централизованное,от собственника,other,other,5,277354
7418,улица,Черкассы,22.0,12.0,5.0,1.0,7,кирпич,False,2014.0,централизованное,от посредника,other,other,10,343511
7419,other,Киев,75.0,52.0,8.0,3.0,5,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,5,2798982
7420,other,Киев,69.0,32.0,9.0,2.0,2,кирпич,False,2013,централизованное,от собственника,other,other,5,2977099
7421,улица,Винница,64.0,39.0,9.0,3.0,3,панель,False,2014.0,централизованное,от посредника,other,other,9,941476
7422,улица,Одесса,65.0,32.0,9.0,2.0,3,монолит,False,2014.0,централизованное,от собственника,other,other,16,1221374
7423,other,Киев,41.0,13.0,10.0,1.0,4,монолит,False,2019,централизованное,от собственника,other,other,25,966921
7424,other,Ровно,444444.0,32.0,9.0,10.0,17,газоблок,False,2014.0,централизованное,от посредника,other,other,19,1130890
7425,шоссе,Киев,112.0,32.0,27.0,3.0,10,сборно-монолитная,False,2001,централизованное,от собственника,other,отличное,18,2798982
7426,улица,Тернополь,132.0,32.0,14.0,4.0,4,кирпич,False,2014.0,индивидуальное,от собственника,other,other,9,2096692
7427,улица,Киев,67.0,34.0,14.3,2.0,7,монолит,False,2019,централизованное,от собственника,other,other,25,1653944
7428,улица,Киев,87.0,40.0,25.0,3.0,4,кирпич,False,2013,индивидуальное,от собственника,other,other,9,5623409
7429,other,Киев,56.0,29.0,8.0,2.0,15,кирпич,False,2014.0,централизованное,other,other,other,16,1145038
7430,other,Винница,67.0,42.0,9.0,3.0,1,кирпич,False,2014.0,индивидуальное,от посредника,other,other,5,661578
7431,проспект,Львов,55.0,32.0,15.0,2.0,8,кирпич,False,2016,централизованное,от посредника,other,other,14,1755725
7432,other,Винница,65.0,13.0,7.0,2.0,1,газобетон,False,2018,централизованное,от собственника,other,other,4,712468
7433,улица,Винница,49.0,30.0,7.0,2.0,3,кирпич,False,1970,централизованное,от собственника,other,other,5,748092
7434,other,Умань,67.0,32.0,9.3,3.0,3,кирпич,False,2014.0,централизованное,от собственника,other,other,4,610687
7435,other,Никополь,48.0,32.0,5.0,2.0,2,панель,False,2014.0,индивидуальное,от представителя хозяина (без комиссионных),other,other,5,254427
7436,other,Лубны,10.0,32.0,8.0,1.0,1,кирпич,False,2014.0,индивидуальное,от собственника,other,other,2,254453
7437,other,Новогродовка,50.6,25.9,7.5,2.0,3,монолитно-блочный,False,2014.0,индивидуальное,от собственника,other,other,3,188295
7438,улица,Харьков,75.0,32.0,18.0,3.0,4,кирпич,False,2014.0,централизованное,от посредника,other,other,5,2162850
7439,улица,Запорожье,64.0,64.0,12.0,2.0,1,кирпич,False,2014.0,other,от собственника,other,other,5,839695
7440,other,Львов,40.8,32.0,19.0,1.0,4.0,кирпич,False,1990,централизованное,от собственника,other,other,5,788804
7441,проезд,Харьков,42.0,17.0,11.0,1.0,10,кирпич,False,2014.0,централизованное,от посредника,other,other,13,1109415
7442,проспект,Харьков,39.0,32.0,9.0,1.0,5,кирпич,False,2014.0,централизованное,от собственника,other,other,5,534351
7443,other,Хмельницкий,43.0,32.0,6.0,2.0,1,кирпич,False,2014.0,централизованное,от собственника,other,other,5,394402
7444,other,Винница,43.0,32.0,9.0,1.0,6,кирпич,False,2014.0,индивидуальное,от посредника,other,other,9,1068702
7445,other,Вознесенск,60.0,35.4,7.8,3.0,5,силикатный кирпич,False,2014.0,без отопления,от собственника,other,other,5,318066
7446,other,Новомосковск,45.0,32.0,9.0,2.0,5,кирпич,False,2014.0,централизованное,от собственника,other,other,5,623410
7447,other,Каменец-Подольский,60.0,32.0,9.0,2.0,9,кирпич,False,2017,индивидуальное,от собственника,other,other,9,623410
7448,улица,Кривой Рог,57.0,32.0,7.0,3.0,9,монолит,False,2014.0,централизованное,от собственника,other,other,9,292621
7449,улица,Киев,46.0,32.0,9.0,2.0,19,кирпич,False,2014.0,централизованное,от посредника,other,other,20,3536895
7450,улица,Тернополь,81.08,44.56,11.3,2.0,7,кирпич,False,2019,индивидуальное,от собственника,other,other,9,1068702
7451,улица,Ивано-Франковск,74.0,46.0,12.0,3.0,2,кирпич,False,1980,централизованное,от собственника,централизованное (водопровод),хорошее,5,1145038
7452,other,Мариуполь,21.0,32.0,9.0,1.0,9,панель,False,2014.0,централизованное,от собственника,other,other,9,178117
7453,other,Хмельницкий,85.0,32.0,9.0,3.0,3,кирпич,False,2016,индивидуальное,от посредника,other,other,11,1399491
7454,проспект,Херсон,38.0,19.0,9.0,1.0,4,панель,False,2014.0,централизованное,от посредника,other,other,5,559796
7455,other,Киев,44.0,28.0,6.0,2.0,5,кирпич,False,2014.0,централизованное,от посредника,other,other,5,877863
7456,улица,Токмак,65.0,48.0,6.0,3.0,5,кирпич,False,2014.0,централизованное,от собственника,other,other,5,216285
7457,other,Летичев,113.0,70.0,9.0,3.0,2,кирпич,False,2014.0,индивидуальное,от собственника,other,other,2,992366
7458,other,Николаев,32.0,18.0,6.0,1.0,3,кирпич,False,2014.0,централизованное,от собственника,other,other,5,572519
7459,улица,Хмельницкий,101.47,58.69,14.21,3.0,2,кирпич,False,2020,other,от застройщика,other,other,9,811760
7460,улица,Днепропетровск,56.0,40.0,6.0,3.0,3,панель,False,2014.0,централизованное,от посредника,other,other,5,788804
7461,other,Хмельницкий,59.8,32.0,9.0,1.0,10,кирпич,False,2014.0,централизованное,от собственника,other,other,12,776081
7462,улица,Сумы,62.0,38.0,7.0,3.0,8,кирпич,False,2014.0,централизованное,от посредника,other,other,9,610687
7463,улица,Киев,64.0,32.0,9.0,2.0,18,кирпич,False,2016,централизованное,от посредника,other,other,22,2697201
7464,other,Харьков,63.0,32.0,9.0,2.0,1,кирпич,False,2014.0,централизованное,от собственника,other,other,9,814249
7465,улица,Винница,30.0,16.0,6.0,1.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,5,597964
7466,улица,Киев,140.0,70.0,56.0,4.0,11,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,23,10814248
7467,other,Ровно,35.0,32.0,9.0,1.0,4,панель,False,2014.0,централизованное,от посредника,other,other,9,547074
7468,улица,Киев,67.0,41.0,9.5,2.0,4,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,5,1145038
7469,улица,Луцк,48.0,32.0,6.0,2.0,2,панель,False,1980,централизованное,от собственника,other,other,5,699745
7470,улица,Одесса,43.0,28.0,6.0,2.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,5,928753
7471,other,Умань,30.0,18.0,6.0,1.0,8,кирпич,False,2014.0,централизованное,от собственника,other,other,9,508906
7472,other,Винница,31.0,19.0,6.0,1.0,2,панель,False,2014.0,централизованное,от посредника,other,other,5,547074
7473,улица,Одесса,62.0,30.0,20.0,2.0,2,кирпич,False,2014.0,индивидуальное,от посредника,централизованное (водопровод),other,2,1272265
7474,улица,Николаев,62.0,32.0,12.0,3.0,8,кирпич,False,2014.0,централизованное,от посредника,other,other,9,661578
7475,other,Винница,64.0,40.0,9.0,3.0,9,панель,False,2014.0,индивидуальное,от посредника,other,other,9,1068702
7476,other,Самбор,78.6,62.0,12.9,2.0,2,кирпич,False,2014.0,индивидуальное,от посредника,other,other,3,750636
7477,other,Винница,64.0,32.0,10.0,3.0,7,кирпич,False,2014.0,индивидуальное,от посредника,other,other,10,1413613
7478,улица,Житомир,65.0,32.0,9.0,3.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,5,826972
7479,other,Тернополь,42.0,20.0,10.0,1.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,10,483461
7480,other,Киев,45.0,33.0,17.0,1.0,8,кирпич,False,2017,индивидуальное,от представителя хозяина (без комиссионных),other,other,8,1882951
7481,улица,Киев,60.0,15.0,27.0,1.0,9,кирпич,False,2015,централизованное,от посредника,other,other,23,1526717
7482,other,Луцк,47.0,32.0,9.0,2.0,4,панель,False,2014.0,централизованное,от посредника,other,other,5,661578
7483,other,Киево-Святошинский,37.1,18.0,10.0,1.0,4,кирпич,False,2017,индивидуальное,от собственника,централизованное (водопровод),other,4,674300
7484,улица,Хмельницкий,46.8,18.2,13.89,1.0,8,кирпич,False,2014.0,индивидуальное,от посредника,other,other,10,648855
7485,other,Фастов,36.0,19.0,8.0,1.0,4,кирпич,False,2014.0,без отопления,от посредника,other,other,9,381679
7486,other,Христиновка,37.0,20.0,7.0,1.0,2,панель,False,2014.0,индивидуальное,от собственника,other,other,5,356234
7487,улица,Киев,60.0,38.0,9.0,1.0,20,монолитно-кирпичный,False,2015,централизованное,от собственника,other,other,25,2798982
7488,other,Київ,62.2,40.0,6.0,4.0,3,панель,False,2014.0,централизованное,от собственника,other,хорошее,9,1653944
7489,other,Киев,44.0,30.0,6.0,2.0,1,панель,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,5,1145038
7490,улица,Днепропетровск,38.0,20.0,15.0,2.0,4.0,кирпич,False,2018,индивидуальное,от представителя застройщика,other,other,4,394402
7491,other,Харьков,65.0,43.0,7.0,3.0,2,панель,False,2014.0,централизованное,от посредника,централизованное (водопровод),хорошее,12,908397
7492,переулок,Винница,63.0,38.0,7.0,3.0,8,панель,False,1980,централизованное,от собственника,other,other,9,1017812
7493,улица,Тернополь,45.0,28.0,6.0,2.0,2,кирпич,False,2014.0,централизованное,от собственника,централизованное (водопровод),нормальное,4,661578
7494,other,Мелитополь,28.0,32.0,9.0,1.0,2,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,хорошее,5,325700
7495,other,Жолква,58.2,33.0,9.0,2.0,2,кирпич,False,2016,индивидуальное,от собственника,централизованное (водопровод),other,4,941476
7496,other,Кривой Рог,121.7,32.0,21.0,4.0,9,кирпич,False,2014.0,индивидуальное,от представителя хозяина (без комиссионных),other,other,9,1730280
7497,other,Тульчин,132.0,32.0,9.0,3.0,4.0,ракушечник (ракушняк),False,1980,индивидуальное,от посредника,other,other,1,381679
7498,проспект,Александрия,49.0,32.0,9.0,2.0,7,панель,False,2014.0,централизованное,от собственника,other,other,9,254453
7499,улица,Львов,78.0,50.0,11.0,2.0,9,кирпич,False,2014.0,централизованное,от посредника,other,other,9,1781170
7500,other,Цюрупинск,58.0,42.0,8.0,3.0,5,кирпич,False,1970,индивидуальное,от посредника,other,other,5,470738
7501,other,Тернополь,45.0,32.0,9.0,2.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,5,521628
7502,улица,Одесса,28.0,13.0,6.0,1.0,1,кирпич,False,1960,индивидуальное,от посредника,other,other,3,633588
7503,other,Стрый,100.8,62.1,11.8,3.0,1,кирпич,False,2014.0,централизованное,от собственника,other,other,2,1221374
7504,проспект,Харьков,45.0,28.0,5.5,2.0,4,панель,False,2014.0,централизованное,от посредника,other,other,5,699745
7505,улица,Донецк,50.0,30.0,7.0,2.0,9,панель,False,2014.0,централизованное,от посредника,other,other,9,483461
7506,other,Киев,56.0,28.0,12.0,2.0,2,кирпич,False,2014.0,централизованное,от собственника,other,other,5,992366
7507,улица,Трускавец,53.0,32.0,9.0,2.0,4,кирпич,False,2014.0,централизованное,от посредника,централизованное (водопровод),хорошее,5,737913
7508,улица,Киев,62.0,33.0,12.0,2.0,2,монолитно-кирпичный,False,2019,централизованное,от представителя хозяина (без комиссионных),other,other,24,3435114
7509,other,Одесса,53.9,24.0,12.0,2.0,4.0,газобетон,False,2015,централизованное,от собственника,other,other,1,966921
7510,улица,Николаев,63.0,34.0,8.0,2.0,2,блочно-кирпичный,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,3,648855
7511,проспект,Хмельницкий,50.0,27.0,9.0,2.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,5,572519
7512,улица,Харьков,94.0,55.0,15.0,1.0,1,кирпич,False,2014.0,индивидуальное,от представителя застройщика,other,other,1,3587786
7513,улица,Херсон,56.0,30.0,9.0,2.0,6,панель,False,2014.0,централизованное,от посредника,other,other,9,712468
7514,other,Ужгород,58.0,32.0,9.0,2.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,7,1094147
7515,улица,Черкассы,30.9,15.8,5.9,1.0,2,панель,False,2014.0,централизованное,от собственника,other,хорошее,2,381679
7516,other,Тернополь,76.0,32.0,15.0,3.0,2,монолит,False,2014.0,индивидуальное,от посредника,other,other,11,1292621
7517,other,Киев,230.0,32.0,9.0,3.0,1,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,4,4580152
7518,улица,Львов,37.0,15.0,10.0,1.0,4,кирпич,False,2017,централизованное,от посредника,other,other,4,687023
7519,улица,Киев,43.0,39.0,15.0,1.0,13,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,25,1145038
7520,улица,Чернигов,67.0,32.0,9.0,3.0,9,панель,False,2014.0,централизованное,от посредника,other,other,9,687023
7521,улица,Хмельницкий,44.0,21.0,10.0,1.0,5,кирпич,False,2012,индивидуальное,от собственника,other,other,9,470738
7522,улица,Киев,70.0,32.0,8.0,2.0,12,кирпич,False,2010,централизованное,от посредника,other,other,20,1323155
7523,улица,Киев,70.0,57.0,6.0,3.0,2,кирпич,False,1960,централизованное,от собственника,other,other,5,2188295
7524,other,Мукачево,114.0,32.0,9.0,3.0,1,кирпич,False,1990,индивидуальное,от собственника,other,other,3,1781170
7525,other,Запорожье,68.5,45.0,8.0,3.0,8,панель,False,2014.0,other,от собственника,other,other,9,547074
7526,other,Харьков,30.0,17.0,6.0,1.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,3,374046
7527,дорога,Одесса,80.0,49.0,12.0,4.0,3,монолит,False,2014.0,централизованное,от посредника,other,other,16,1399491
7528,other,Киев,114.0,60.0,16.0,3.0,20,монолитно-кирпичный,False,2010,централизованное,от собственника,other,отличное,23,5343511
7529,other,Херсон,41.0,21.0,10.0,1.0,2,кирпич,False,2014.0,централизованное,other,other,other,5,419847
7530,улица,Киев,110.0,105.0,15.0,3.0,9,монолитно-каркасный,False,2010,централизованное,от собственника,other,other,17,4707379
7531,other,Яворов,70.0,40.2,10.0,3.0,4,панель,False,2014.0,индивидуальное,от собственника,other,other,5,753181
7532,улица,Винница,64.0,39.0,9.0,3.0,5,панель,False,2014.0,централизованное,от посредника,other,other,9,1017812
7533,улица,Днепропетровск,93.0,32.0,9.0,3.0,10,силикатный кирпич,False,2014.0,централизованное,от посредника,other,other,12,2290076
7534,other,Николаев,44.8,32.0,9.0,1.0,5,кирпич,False,2020,индивидуальное,от застройщика,other,other,9,569974
7535,улица,Львов,49.0,19.0,14.0,1.0,8,кирпич,False,2016,централизованное,от посредника,other,other,10,1335878
7536,улица,Белая Церковь,80.0,32.0,9.0,3.0,4,кирпич,False,2014.0,other,от посредника,other,other,9,2035623
7537,other,Надворная,60.0,45.0,6.0,3.0,4,кирпич,False,1970,индивидуальное,от собственника,other,other,5,407125
7538,other,Чернигов,59.0,42.0,6.0,3.0,5,кирпич,False,2014.0,централизованное,от посредника,other,other,5,458015
7539,улица,Винница,44.0,16.0,20.0,2.0,1,кирпич,False,2014.0,индивидуальное,от посредника,централизованное (водопровод),нормальное,9,381679
7540,other,Хмельницкий,117.7,73.2,17.1,4.0,10,кирпич,False,2014.0,индивидуальное,от представителя хозяина (без комиссионных),other,other,11,1385496
7541,other,Киево-Святошинский,111.0,80.0,30.0,3.0,2,кирпич,False,2014.0,other,от представителя хозяина (без комиссионных),other,other,5,3562341
7542,улица,Днепропетровск,49.0,38.0,9.0,2.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,5,419847
7543,улица,Каменец-Подольский,46.0,32.0,9.0,1.0,6,кирпич,False,2014.0,централизованное,от собственника,централизованное (водопровод),other,9,712468
7544,проспект,Львов,130.0,71.0,15.0,4.0,2,кирпич,False,2016,индивидуальное,от посредника,other,other,14,2645038
7545,улица,Одесса,95.0,32.0,9.0,4.0,2,ракушечник (ракушняк),False,2014.0,индивидуальное,от собственника,other,other,3,2290076
7546,other,Винница,38.0,20.0,8.0,1.0,3,кирпич,False,2014.0,централизованное,от собственника,other,other,9,1068702
7547,улица,Львов,44.0,15.0,18.0,1.0,3,кирпич,False,2020,централизованное,от посредника,other,other,10,737913
7548,other,Киево-Святошинский,36.0,28.0,10.0,1.0,11,кирпич,False,2016,индивидуальное,от посредника,other,other,11,913486
7549,улица,Львов,57.0,43.0,5.0,3.0,5,кирпич,False,2014.0,централизованное,от посредника,other,other,5,966921
7550,улица,Львов,40.0,16.0,11.0,1.0,7,кирпич,False,2014.0,индивидуальное,от собственника,other,other,10,763359
7551,улица,Ирпень,33.0,17.0,7.0,1.0,2,панель,False,1980,централизованное,от собственника,other,other,2,585242
7552,улица,Хмельницкий,76.1,35.9,19.3,2.0,7,кирпич,False,2018,централизованное,от собственника,централизованное (водопровод),хорошее,10,992366
7553,улица,Днепропетровск,98.36,32.0,9.0,2.0,14,газоблок,False,2014,централизованное,от представителя хозяина (без комиссионных),other,other,21,1626819
7554,other,Тернополь,91.5,45.0,12.0,3.0,2,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,11,1399491
