,street_name,city_name,total_square_meters,living_square_meters,kitchen_square_meters,rooms_count,floor,wall_type,inspected,construction_year,heating,seller,water,building_condition,floors_count,price_uah
3365,other,Запорожье,73.0,50.0,10.0,4.0,6,кирпич,False,2014.0,централизованное,от посредника,other,other,9,1017812
3366,other,Берегово,65.5,26.9,15.7,1.0,3,кирпич,False,2012,индивидуальное,от собственника,other,other,3,374500
3367,other,Днепропетровск,40.0,32.0,9.0,1.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,12,534351
3368,улица,Винница,36.0,20.0,8.0,1.0,1,кирпич,False,2014.0,централизованное,от посредника,other,other,5,648855
3369,other,Винница,65.0,42.0,16.0,2.0,9,кирпич,False,2014.0,индивидуальное,от посредника,other,other,12,1450382
3370,other,Рубежное,44.0,32.0,6.0,2.0,1,кирпич,False,2014.0,централизованное,от собственника,other,other,1,305343
3371,other,Днепропетровск,40.0,32.0,9.0,1.0,5,пеноблок,False,2019,индивидуальное,от посредника,other,other,7,603053
3372,улица,Винница,44.0,25.0,6.0,2.0,1,кирпич,False,2014.0,централизованное,от посредника,other,other,5,814249
3373,other,Светловодск,42.0,32.0,8.0,2.0,3,кирпич,False,2014.0,централизованное,от собственника,other,other,5,279898
3374,улица,Одесса,98.0,32.0,9.0,4.0,2,монолитно-блочный,False,2014.0,централизованное,от собственника,other,other,12,1539440
3375,улица,Ужгород,70.0,32.0,9.0,3.0,4,кирпич,False,2014.0,индивидуальное,от посредника,other,other,5,1272265
3376,улица,Киев,75.0,32.0,15.0,2.0,29,силикатный кирпич,False,2019,централизованное,от собственника,other,other,31,4427480
3377,other,Харьков,80.0,32.0,9.0,4.0,7,кирпич,False,2014.0,централизованное,от посредника,централизованное (водопровод),хорошее,7,1653944
3378,other,Одесса,146.0,63.0,46.8,3.0,6,кирпич,False,2014.0,индивидуальное,от посредника,other,other,6,10941475
3379,other,Донецк,32.0,17.0,8.0,1.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,9,229008
3380,бульвар,Киев,61.5,40.7,7.3,3.0,1,панель,False,2014.0,централизованное,от собственника,other,other,9,1374046
3381,улица,Ивано-Франковск,106.0,32.0,9.0,3.0,4,кирпич,False,2014.0,индивидуальное,от представителя хозяина (без комиссионных),other,other,10,2748091
3382,улица,Киев,39.0,17.5,8.0,1.0,1,панель,False,2014.0,централизованное,от собственника,other,other,25,1264631
3383,проспект,Киев,47.0,32.0,9.0,2.0,7,кирпич,False,2014.0,централизованное,от посредника,other,other,9,941476
3384,переулок,Николаев,63.0,48.0,12.0,3.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,2,712468
3385,улица,Ирпень,51.3,32.0,9.0,1.0,3,кирпич,False,2019,централизованное,от представителя хозяина (без комиссионных),other,other,14,801527
3386,улица,Чернигов,31.0,18.0,6.0,1.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,5,407125
3387,улица,Запорожье,47.0,30.0,7.0,2.0,9,панель,False,2014.0,централизованное,от посредника,other,other,9,381679
3388,улица,Ивано-Франковск,44.5,19.0,18.0,1.0,3,кирпич,False,2019,индивидуальное,от представителя застройщика,централизованное (водопровод),отличное,5,577354
3389,улица,Николаев,35.0,32.0,9.0,1.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,9,547074
3390,other,Киево-Святошинский,96.0,50.0,17.0,3.0,3,кирпич,False,2017,индивидуальное,от представителя хозяина (без комиссионных),other,other,4,1603053
3391,улица,Николаев,34.0,17.0,8.0,1.0,8,кирпич,False,2014.0,централизованное,от посредника,other,other,10,508906
3392,other,Харьков,47.7,31.8,6.2,2.0,3,кирпич,False,2014.0,централизованное,от собственника,other,other,3,534351
3393,other,Черновцы,97.0,66.0,12.0,3.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,4,1832061
3394,other,Ровно,74.0,32.0,13.0,2.0,7,кирпич,False,2014.0,индивидуальное,от посредника,other,other,10,1603053
3395,улица,Днепропетровск,70.0,40.0,9.0,3.0,9,кирпич,False,2014.0,централизованное,от посредника,other,other,12,1704834
3396,улица,Днепропетровск,45.0,32.0,9.0,2.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,2,636132
3397,улица,Киев,134.0,32.0,9.0,3.0,5,кирпич,False,2014.0,централизованное,от посредника,other,other,6,4325699
3398,улица,Николаев,63.0,45.0,9.0,3.0,3,панель,False,2014.0,централизованное,от посредника,other,other,5,737913
3399,other,Черкассы,59.0,42.0,6.0,3.0,5,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,5,610662
3400,улица,Киев,80.8,48.6,10.1,3.0,1,кирпич,False,2015,индивидуальное,от собственника,other,other,8,1374046
3401,улица,Киев,50.0,18.0,15.0,1.0,12,кирпич,False,2019,централизованное,от представителя хозяина (без комиссионных),other,other,23,3053435
3402,other,Кировоград,44.9,28.4,5.2,2.0,1,блочно-кирпичный,False,1970,централизованное,от собственника,other,other,2,407125
3403,other,Первомайск,60.0,34.0,9.0,3.0,5,кирпич,False,2014.0,централизованное,от собственника,other,other,9,458015
3404,улица,Кировоград,63.0,38.0,8.0,3.0,2,панель,False,2014.0,централизованное,от посредника,other,other,9,839695
3405,other,Киево-Святошинский,32.6,14.7,9.5,1.0,1,панель,False,2011,индивидуальное,от собственника,other,other,4,356234
3406,other,Днепропетровск,138.0,32.0,9.0,4.0,8,силикатный кирпич,False,2014.0,централизованное,other,other,other,17,2544529
3407,other,Ивано-Франковск,74.0,32.0,24.0,2.0,4,кирпич,False,2010,централизованное,от собственника,other,other,6,1475827
3408,улица,Николаев,33.0,18.0,9.0,1.0,6,кирпич,False,2014.0,централизованное,от посредника,other,other,9,432570
3409,other,Киев,100.0,60.0,10.0,3.0,19,монолит,False,2014.0,централизованное,от посредника,other,other,21,3765903
3410,other,Тернополь,48.0,32.0,9.0,1.0,9,кирпич,False,2014.0,индивидуальное,от посредника,other,other,9,1017812
3411,улица,Тернополь,50.0,32.0,9.0,1.0,10,монолитно-каркасный,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,11,650000
3412,other,Стрый,51.5,36.0,9.0,2.0,3,кирпич,False,2016,централизованное,от собственника,other,other,5,550382
3413,other,Винница,45.0,30.0,6.0,2.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,5,610687
3414,other,Херсон,38.0,32.0,9.0,1.0,1,кирпич,False,2014.0,централизованное,от собственника,other,other,9,661578
3415,other,Днепропетровск,69.0,32.0,9.0,3.0,2,панель,False,2014.0,централизованное,other,other,other,9,1323155
3416,улица,Днепропетровск,64.0,37.0,20.0,3.0,4,панель,False,2014.0,централизованное,от посредника,other,other,9,1475827
3417,other,Мукачево,50.0,32.0,9.0,2.0,5,панель,False,2014.0,централизованное,от посредника,other,other,9,687023
3418,улица,Житомир,68.0,45.0,6.0,4.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,5,737913
3419,улица,Винница,27.0,14.0,6.0,1.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,5,508906
3420,улица,Харьков,64.0,32.0,14.0,2.0,4,кирпич,False,2014.0,централизованное,от посредника,other,other,13,890585
3421,бульвар,Днепропетровск,104.0,50.0,25.0,3.0,4,кирпич,False,2018,индивидуальное,от посредника,other,other,12,1526717
3422,улица,Запорожье,70.0,40.0,14.0,2.0,16,кирпич,False,2009,централизованное,от посредника,централизованное (водопровод),отличное,16,1170483
3423,улица,Хмельницкий,40.0,32.0,9.0,1.0,1,кирпич,False,2014.0,централизованное,от собственника,other,other,5,407125
3424,улица,Львов,60.0,35.0,10.0,2.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,3,2798982
3425,other,Днепропетровск,73.4,32.0,9.0,2.0,2,кирпич,False,2014.0,централизованное,other,other,other,3,1400763
3426,улица,Днепропетровск,58.0,475.0,9.0,3.0,1,панель,False,2014.0,централизованное,от собственника,other,other,1,966921
3427,улица,Днепропетровск,291.0,32.0,9.0,6.0,2,кирпич,False,2014.0,индивидуальное,от посредника,other,other,10,3944020
3428,other,Харьков,37.0,17.0,7.0,1.0,1,кирпич,False,2014.0,централизованное,other,other,other,9,585242
3429,other,Житомир,35.0,18.0,7.0,1.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,5,636132
3430,other,Мелитополь,70.0,40.0,8.0,1.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,9,445293
3431,улица,Днепропетровск,88.0,54.0,10.0,4.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,10,1170483
3432,улица,Хмельницкий,50.0,32.0,14.0,1.0,10,кирпич,False,2014.0,индивидуальное,от представителя хозяина (без комиссионных),other,other,10,699745
3433,other,Харьков,39.0,19.0,9.0,1.0,1,кирпич,False,2014.0,централизованное,other,other,other,9,508906
3434,other,Бердянск,45.0,32.0,9.0,2.0,4,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,4,661578
3435,other,Канев,60.0,32.0,9.0,2.0,5,кирпич,False,2014.0,централизованное,от собственника,other,other,10,508906
3436,улица,Харьков,33.0,18.5,4.5,1.0,1,кирпич,False,2014.0,централизованное,от собственника,other,other,2,582697
3437,other,Львов,52.0,32.0,9.0,2.0,1,кирпич,False,2014.0,централизованное,other,other,other,2,1119593
3438,улица,Винница,38.0,29.0,8.0,2.0,4.0,кирпич,False,2014.0,индивидуальное,от посредника,other,other,1,458015
3439,улица,Ивано-Франковск,200.0,32.0,9.0,5.0,1,кирпич,False,2016,индивидуальное,от собственника,other,other,3,1577608
3440,other,Ровно,62.0,32.0,9.0,2.0,6,кирпич,False,2019,индивидуальное,от посредника,other,other,9,1183206
3441,other,Киев,67.2,34.8,13.8,2.0,16,монолит,False,2019,централизованное,от собственника,other,other,25,1001280
3442,улица,Днепропетровск,71.0,45.0,12.0,3.0,3,газобетон,False,2018,индивидуальное,от посредника,централизованное (водопровод),отличное,4,1323155
3443,other,Новоград-Волынский,48.0,32.0,8.0,2.0,9,кирпич,False,1980,централизованное,от посредника,централизованное (водопровод),other,9,712468
3444,улица,Киев,85.0,50.0,20.0,2.0,14,кирпич,False,2010,централизованное,от посредника,other,other,17,7099236
3445,other,Николаев,80.0,50.0,11.0,3.0,9,кирпич,False,2014.0,централизованное,от посредника,other,other,11,1323155
3446,улица,Николаев,47.0,33.0,6.0,2.0,1,панель,False,2014.0,централизованное,от посредника,other,other,5,674300
3447,улица,Одесса,43.0,30.0,5.0,2.0,1,кирпич,False,1990,централизованное,от собственника,other,other,5,1145038
3448,other,Сумы,62.3,35.0,9.1,2.0,5,кирпич,False,1980,централизованное,от собственника,централизованное (водопровод),отличное,5,604707
3449,улица,Житомир,48.0,30.0,6.0,2.0,2,панель,False,2014.0,централизованное,от посредника,other,other,5,597964
3450,other,Харьков,100.0,32.0,9.0,3.0,9,кирпич,False,2018,индивидуальное,от посредника,other,other,10,1781170
3451,улица,Николаев,62.0,45.0,6.0,4.0,5,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,5,687023
3452,other,Днепропетровск,145.0,80.0,14.0,5.0,3,кирпич,False,2014.0,индивидуальное,от посредника,other,other,3,2035623
3453,other,Запорожье,55.0,28.0,7.0,2.0,5,кирпич,False,2014.0,централизованное,от посредника,other,other,5,547074
3454,улица,Киев,142.0,91.0,24.0,3.0,4,кирпич,False,2014.0,централизованное,от собственника,other,other,8,9923663
3455,улица,Львов,67.0,38.0,10.0,2.0,6,кирпич,False,2014.0,индивидуальное,от посредника,other,other,9,1284987
3456,other,Житомир,37.0,32.0,7.0,1.0,9,кирпич,False,2014.0,централизованное,от посредника,other,other,9,534351
3457,other,Ужгород,48.0,32.0,9.0,2.0,6,панель,False,2014.0,индивидуальное,от посредника,other,other,9,814249
3458,улица,Хмельницкий,50.0,32.0,8.0,2.0,9,панель,False,2014.0,централизованное,от посредника,other,other,9,610687
3459,улица,Киев,45.0,17.0,19.0,1.0,4,кирпич,False,2014,централизованное,от посредника,other,other,16,1297710
3460,улица,Днепропетровск,54.4,39.0,7.6,2.0,7,кирпич,False,1990,централизованное,от посредника,other,other,9,1017812
3461,улица,Черкассы,58.0,42.0,6.0,3.0,5,кирпич,False,2014.0,централизованное,от посредника,other,other,5,659033
3462,other,Киев,33.0,17.0,7.5,1.0,8,керамзитобетон,False,2014.0,централизованное,от посредника,other,other,9,890585
3463,улица,Винница,104.0,32.0,14.0,4.0,5,кирпич,False,2014.0,индивидуальное,от посредника,other,other,9,2010178
3464,other,Киев,71.0,32.0,9.0,2.0,4,кирпич,False,2014.0,централизованное,от посредника,other,other,14,1264631
3465,улица,Киев,61.0,32.0,9.0,2.0,1,кирпич,False,2014.0,централизованное,от посредника,other,other,12,1259542
3466,улица,Херсон,35.0,18.0,9.0,1.0,8,кирпич,False,2014.0,other,от посредника,other,other,9,610687
3467,улица,Днепропетровск,67.0,67.0,7.0,1.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,2,458015
3468,улица,Запорожье,65.0,38.0,8.0,3.0,8,панель,False,2014.0,централизованное,от посредника,other,other,9,610662
3469,улица,Львов,124.0,83.0,8.0,4.0,3,кирпич,False,2014.0,индивидуальное,от посредника,other,other,3,2798982
3470,other,Мукачево,30.0,32.0,9.0,1.0,1,кирпич,False,2014.0,без отопления,от собственника,other,other,4,343511
3471,other,Харьков,33.0,17.0,7.0,1.0,5,кирпич,False,2014.0,централизованное,other,other,other,12,648855
3472,улица,Киев,46.1,24.9,7.2,2.0,2,кирпич,False,1917,централизованное,от собственника,централизованное (водопровод),хорошее,4,2722646
3473,other,Одесса,73.1,32.0,10.0,3.0,4,кирпич,False,2019,индивидуальное,от собственника,other,other,5,1245547
3474,улица,Запорожье,40.0,20.0,9.0,1.0,2,панель,False,2014.0,централизованное,от посредника,other,other,9,419847
3475,улица,Днепропетровск,100.0,32.0,9.0,3.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,4,3944020
3476,other,Хмельницкий,52.0,32.0,8.0,2.0,2,панель,False,2014.0,централизованное,от посредника,other,other,9,636132
3477,улица,Харьков,33.0,18.0,7.0,1.0,1,кирпич,False,2014.0,централизованное,от посредника,other,other,5,508906
3478,проспект,Харьков,65.0,32.0,7.0,3.0,6,панель,False,2014.0,централизованное,от посредника,other,other,9,1145038
3479,other,Ужгород,130.0,32.0,16.0,4.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,5,1653944
3480,проспект,Днепропетровск,65.0,44.0,7.0,3.0,3,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),централизованное (водопровод),хорошее,5,1323155
3481,other,Одесса,23.0,10.0,6.0,1.0,6,газобетон,False,2019,индивидуальное,от посредника,other,other,9,447837
3482,улица,Тернополь,128.0,32.0,14.0,4.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,6,2417303
3483,улица,Днепропетровск,46.0,28.0,6.0,2.0,4,кирпич,False,2014.0,централизованное,от посредника,other,other,5,763359
3484,other,Макаров,44.0,30.0,6.0,3.0,2,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,2,737913
3485,проспект,Запорожье,51.0,33.0,14.0,2.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,4,763333
3486,other,Киев,55.0,31.0,8.0,2.0,2,железобетон,False,1980,централизованное,от представителя хозяина (без комиссионных),other,other,9,1475827
3487,улица,Киев,70.0,36.0,11.0,2.0,23,кирпич,False,2017,централизованное,от посредника,other,other,26,2544275
3488,other,Львов,40.0,20.0,8.0,1.0,3,кирпич,False,2014.0,индивидуальное,от посредника,other,other,3,890585
3489,other,Львов,43.0,20.0,11.0,1.0,5,кирпич,False,2014.0,индивидуальное,от посредника,other,other,5,1145038
3490,улица,Киев,24.0,13.0,4.0,1.0,4,кирпич,False,2014.0,централизованное,от посредника,other,other,9,610687
3491,улица,Киев,122.7,71.8,15.0,3.0,9,кирпич,False,2001,централизованное,от собственника,other,other,21,5216284
3492,other,Белая Церковь,36.0,32.0,9.0,1.0,7,панель,False,2011,централизованное,от собственника,other,other,9,599237
3493,улица,Киев,33.0,32.0,6.0,1.0,9,панель,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,9,763359
3494,улица,Днепропетровск,65.0,32.0,9.0,2.0,4,кирпич,False,2014.0,индивидуальное,от посредника,other,other,5,737913
3495,other,Харьков,32.0,17.0,6.0,1.0,4,кирпич,False,2014.0,централизованное,other,other,other,5,483461
3496,other,Харьков,33.0,17.0,6.0,1.0,4,кирпич,False,2014.0,централизованное,other,other,other,5,559796
3497,other,Харьков,43.0,26.0,6.0,2.0,1,кирпич,False,2014.0,централизованное,other,other,other,5,595420
3498,other,Харьков,36.0,1.0,10.0,1.0,3,кирпич,False,2014.0,централизованное,other,other,other,4,414758
3499,other,Харьков,33.0,17.0,6.0,1.0,8,кирпич,False,2014.0,централизованное,other,other,other,12,788804
3500,улица,Ирпень,43.5,19.5,14.5,1.0,3,кирпич,False,2014.0,индивидуальное,от посредника,other,other,10,1017812
3501,other,Кременец,110.0,80.0,20.0,4.0,4.0,кирпич,False,2016,индивидуальное,от собственника,централизованное (водопровод),отличное,3,1043231
3502,улица,Тернополь,28.3,32.0,9.0,1.0,2,кирпич,False,1990,централизованное,от собственника,other,other,9,458015
3503,other,Винница,30.5,16.0,6.0,1.0,4.0,кирпич,False,2014.0,централизованное,от посредника,other,other,1,636132
3504,other,Буча,36.0,18.0,9.0,1.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,9,139949
3505,other,Ивано-Франковск,50.9,32.0,16.3,1.0,2,кирпич,False,2019,индивидуальное,от собственника,централизованное (водопровод),отличное,9,621679
3506,other,Ровно,34.18,32.0,9.0,1.0,4,панель,False,2014.0,централизованное,от собственника,other,other,9,572519
3507,other,Харьков,32.0,18.0,8.0,1.0,7,кирпич,False,2014.0,централизованное,other,other,other,12,786259
3508,other,Харьков,46.0,28.0,6.0,2.0,5,кирпич,False,2014.0,централизованное,other,other,other,5,585242
3509,other,Харьков,34.0,17.0,7.0,1.0,6,кирпич,False,2014.0,централизованное,other,other,other,12,712468
3510,улица,Тернополь,72.3,32.0,9.0,2.0,7,кирпич,False,2014.0,индивидуальное,от посредника,other,other,10,1017812
3511,other,Тысменица,46.0,43.0,6.0,2.0,5,кирпич,False,2014.0,индивидуальное,от представителя хозяина (без комиссионных),other,other,5,483461
3512,улица,Днепропетровск,45.0,32.0,9.0,2.0,1,кирпич,False,2014.0,централизованное,от посредника,other,other,2,559796
3513,other,Житомир,44.0,30.0,6.0,2.0,5,панель,False,2014.0,централизованное,от посредника,other,other,5,534351
3514,other,Винница,32.0,17.0,6.0,1.0,1,кирпич,False,2014.0,централизованное,от посредника,other,other,5,636132
3515,улица,Ужгород,72.0,32.0,9.0,2.0,4,кирпич,False,2014.0,индивидуальное,от посредника,централизованное (водопровод),отличное,5,1653944
3516,other,Харьков,31.0,17.0,6.0,1.0,1,кирпич,False,2014.0,централизованное,other,other,other,5,483461
3517,other,Харьков,32.0,17.0,6.0,1.0,2,кирпич,False,2014.0,централизованное,other,other,other,5,534351
3518,other,Харьков,36.0,18.0,8.0,1.0,3,кирпич,False,2014.0,централизованное,other,other,other,5,368957
3519,other,Харьков,50.0,18.0,14.0,1.0,5,кирпич,False,2014.0,централизованное,other,other,other,16,776081
3520,other,Харьков,32.0,16.0,6.0,1.0,1,кирпич,False,2014.0,централизованное,other,other,other,5,534351
3521,other,Харьков,36.0,18.0,7.0,1.0,6,кирпич,False,2014.0,централизованное,other,other,other,9,788804
3522,other,Киев,40.0,36.0,15.0,1.0,5,кирпич,False,2014.0,централизованное,other,other,other,25,1564885
3523,other,Харьков,32.0,17.0,7.0,1.0,5,кирпич,False,2014.0,централизованное,other,other,other,12,737913
3524,other,Харьков,33.0,17.0,7.0,1.0,8,кирпич,False,2014.0,централизованное,other,other,other,9,506361
3525,other,Харьков,61.0,31.0,10.0,2.0,5,кирпич,False,2014.0,централизованное,other,other,other,5,1526717
3526,улица,Днепропетровск,34.0,24.0,8.0,2.0,1,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,1,407125
3527,other,Харьков,65.0,44.0,7.0,3.0,4,кирпич,False,2014.0,централизованное,other,other,other,9,839695
3528,other,Харьков,33.0,17.0,7.0,1.0,7,кирпич,False,2014.0,централизованное,other,other,other,9,521628
3529,проспект,Харьков,40.0,20.0,9.0,1.0,6,кирпич,False,2014.0,централизованное,other,other,other,9,610687
3530,other,Харьков,33.0,17.0,7.0,1.0,7,кирпич,False,2014.0,централизованное,other,other,other,9,458015
3531,other,Харьков,38.0,16.0,10.0,1.0,9,кирпич,False,2014.0,централизованное,other,other,other,10,890585
3532,other,Харьков,32.0,17.0,7.0,1.0,5,кирпич,False,2014.0,централизованное,other,other,other,9,839695
3533,other,Харьков,38.0,19.0,8.0,1.0,4,кирпич,False,2014.0,централизованное,other,other,other,9,597964
3534,other,Харьков,65.0,44.0,7.0,3.0,6,кирпич,False,2014.0,централизованное,other,other,other,9,1195929
3535,other,Харьков,59.0,32.0,12.0,2.0,1,кирпич,False,2014.0,централизованное,other,other,other,5,966921
3536,other,Харьков,37.0,17.0,7.0,1.0,7,кирпич,False,2014.0,централизованное,other,other,other,9,585242
3537,other,Киев,60.0,43.0,7.5,3.0,1,панель,False,2014.0,централизованное,other,other,other,9,1145038
3538,other,Харьков,33.0,17.0,7.0,1.0,12,кирпич,False,2014.0,централизованное,other,other,other,12,623410
3539,other,Харьков,33.0,17.0,6.0,1.0,3,кирпич,False,2014.0,централизованное,other,other,other,5,407125
3540,other,Харьков,36.0,25.0,5.0,2.0,2,кирпич,False,2014.0,централизованное,other,other,other,3,636132
3541,other,Харьков,40.0,16.0,11.0,1.0,4,кирпич,False,2014.0,централизованное,other,other,other,6,1005089
3542,проспект,Харьков,33.0,18.0,7.0,1.0,2,кирпич,False,2014.0,централизованное,other,other,other,9,585242
3543,other,Харьков,33.0,17.0,6.0,1.0,4,кирпич,False,2014.0,централизованное,other,other,other,5,585242
3544,other,Харьков,33.0,17.0,7.0,1.0,9,кирпич,False,2014.0,централизованное,other,other,other,9,699745
3545,other,Харьков,33.0,17.0,7.0,1.0,3,кирпич,False,2014.0,централизованное,other,other,other,5,585242
3546,other,Харьков,33.0,17.0,6.0,1.0,4,кирпич,False,2014.0,централизованное,other,other,other,9,559796
3547,other,Харьков,57.0,20.0,25.0,1.0,2,кирпич,False,2014.0,централизованное,other,other,other,12,1068702
3548,other,Чугуев,33.0,17.0,7.0,1.0,6,кирпич,False,2014.0,централизованное,other,other,other,9,292621
3549,other,Харьков,33.0,17.0,7.0,1.0,2,кирпич,False,2014.0,централизованное,other,other,other,5,356234
3550,other,Харьков,32.0,17.0,7.0,1.0,3,кирпич,False,2014.0,централизованное,other,other,other,5,381679
3551,other,Харьков,31.0,17.0,6.0,1.0,3,кирпич,False,2014.0,централизованное,other,other,other,5,445293
3552,other,Чугуев,31.0,18.0,7.0,1.0,1,кирпич,False,2014.0,централизованное,other,other,other,5,254453
3553,other,Харьков,32.0,17.0,6.0,1.0,3,кирпич,False,2014.0,централизованное,other,other,other,5,455471
3554,other,Харьков,33.0,17.0,8.0,1.0,6,кирпич,False,2014.0,централизованное,other,other,other,9,559796
3555,other,Харьков,33.0,17.0,7.0,1.0,2,кирпич,False,2014.0,централизованное,other,other,other,9,534351
3556,other,Харьков,30.0,17.0,7.0,1.0,5,кирпич,False,2014.0,централизованное,other,other,other,9,531807
3557,other,Харьков,34.0,19.0,7.0,1.0,7,кирпич,False,2014.0,централизованное,other,other,other,9,585242
3558,other,Харьков,31.0,17.0,6.0,1.0,5,кирпич,False,2014.0,централизованное,other,other,other,5,458015
3559,other,Харьков,41.0,21.0,9.0,1.0,2,кирпич,False,2014.0,централизованное,other,other,other,8,814249
3560,other,Харьков,33.0,17.0,6.0,1.0,3,кирпич,False,2014.0,централизованное,other,other,other,5,458015
3561,other,Харьков,38.0,18.0,7.0,1.0,1,кирпич,False,2014.0,централизованное,other,other,other,9,559796
3562,other,Харьков,33.0,17.0,7.0,1.0,10,кирпич,False,2014.0,централизованное,other,other,other,12,381679
3563,other,Харьков,36.0,18.0,7.0,1.0,2,кирпич,False,2014.0,централизованное,other,other,other,9,610687
3564,other,Харьков,27.0,14.0,10.0,1.0,2,кирпич,False,2014.0,централизованное,other,other,other,2,356234
3565,улица,Хмельницкий,47.0,32.0,9.0,2.0,1,кирпич,False,2014.0,централизованное,от посредника,other,other,6,407125
3566,улица,Днепропетровск,49.0,28.0,8.0,2.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,3,559796
3567,other,Винница,50.0,32.0,9.0,1.0,4.0,кирпич,False,2014.0,централизованное,от посредника,other,other,1,1272265
3568,other,Харьков,31.0,17.0,6.0,1.0,1,кирпич,False,2014.0,централизованное,от посредника,other,other,3,557252
3569,other,Харьков,37.0,24.0,7.0,1.0,3,кирпич,False,2014.0,централизованное,other,other,other,9,508906
3570,other,Харьков,45.0,16.0,12.0,1.0,1,кирпич,False,2014.0,централизованное,other,other,other,5,1068702
3571,other,Харьков,33.0,17.0,7.0,1.0,3,кирпич,False,2014.0,централизованное,other,other,other,9,580153
3572,other,Харьков,33.0,18.0,6.0,1.0,4,кирпич,False,2014.0,централизованное,other,other,other,5,381679
3573,other,Харьков,31.0,18.0,6.0,1.0,3,кирпич,False,2014.0,централизованное,other,other,other,5,407125
3574,other,Харьков,45.0,28.0,7.0,1.0,2,кирпич,False,2014.0,централизованное,other,other,other,9,432570
3575,улица,Ивано-Франковск,62.0,32.0,9.0,2.0,5,монолитно-блочный,False,2014.0,индивидуальное,от представителя застройщика,other,other,8,1106107
3576,улица,Черкассы,27.3,32.0,5.7,1.0,2,кирпич,False,2014.0,централизованное,от посредника,централизованное (водопровод),хорошее,9,457761
3577,улица,Николаев,35.0,19.0,7.0,1.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,9,508906
3578,улица,Киев,80.0,32.0,9.0,3.0,25,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,26,1895674
3579,other,Запорожье,72.0,32.0,9.0,3.0,9,панель,False,2014.0,централизованное,от посредника,other,other,9,582697
3580,other,Хмельницкий,43.0,18.0,8.3,1.0,3,кирпич,False,2014,централизованное,от собственника,other,other,4,572519
3581,улица,Днепропетровск,35.0,17.0,10.0,1.0,4,панель,False,2014.0,централизованное,от посредника,other,other,9,620865
3582,other,Хмельницкий,82.1,43.65,15.0,3.0,8,кирпич,False,2014.0,централизованное,от посредника,other,other,10,839695
3583,улица,Киев,45.0,26.3,8.0,2.0,1,железобетон,False,1980,централизованное,от собственника,other,other,16,1195929
3584,переулок,Днепропетровск,65.0,42.0,7.0,3.0,4,кирпич,False,2014.0,централизованное,от посредника,other,other,5,1246819
3585,шоссе,Винница,36.0,32.0,7.0,1.0,4,кирпич,False,2014.0,централизованное,от посредника,other,other,5,712468
3586,other,Луцк,51.0,32.0,9.0,3.0,5,кирпич,False,2014.0,централизованное,от посредника,other,other,5,508906
3587,майдан,Стрый,27.7,15.2,8.1,1.0,2,кирпич,False,2014.0,индивидуальное,от собственника,other,other,2,229008
3588,улица,Донецк,52.0,30.0,7.0,2.0,3,кирпич,False,2014.0,централизованное,от посредника,other,other,4,547074
3589,улица,Тернополь,96.0,60.0,12.0,3.0,6,кирпич,False,2007,централизованное,от посредника,other,other,7,1908397
3590,улица,Запорожье,62.0,34.0,10.0,3.0,10,кирпич,False,2014.0,централизованное,от посредника,other,other,10,890585
3591,улица,Ивано-Франковск,43.0,32.0,15.0,1.0,3,кирпич,False,2014.0,централизованное,от представителя хозяина (без комиссионных),other,other,9,737913
3592,улица,Кривой Рог,54.0,39.0,7.0,3.0,2,кирпич,False,2014.0,централизованное,от посредника,other,other,4,201018
